number,link,Message,Subject Line,characters_count,and_or,blank_line,capital_start,end_dot,imperative_start,wrap_to_72,verb_obj_conn,changed_files_count,changes_methods_count,files_to_body_ratio,methods_to_body_ratio,methods_long,methods_complexity,methods_parameters,added_lines,removed_lines,label,not_sure,
838,https://github.com/apple/swift-llbuild/commit/dc3da5670e98d5f4e4f17fc3378e4ac51c5a14a5,[Ninja/Lexer] Fix lexing of special characters in string mode.,[Ninja/Lexer] Fix lexing of special characters in string mode.,62,1,1,1,0,1,1,1,2,3,0,0,-1,1,0.96,53,14,neutral,,
839,https://github.com/apple/swift-llbuild/commit/fa7634df083331f2c55db8a718ca8e2f7b39bc57,[Ninja/Parser] Fix parsing of empty assignments.,[Ninja/Parser] Fix parsing of empty assignments.,48,1,1,1,0,1,1,1,2,1,0,0,-1,1,-1,16,1,good,,
840,https://github.com/apple/swift-llbuild/commit/76e3f013e5a09b7ff3754a36ad7794c4c9897f30,[Ninja/Parser] Use Path string mode parsing where appropriate.,[Ninja/Parser] Use Path string mode parsing where appropriate.,62,1,1,1,0,1,1,1,3,6,0,0,-1,1,0.64,90,37,neutral,,
841,https://github.com/apple/swift-llbuild/commit/980064d5f367e439b9fb32dfe4d495376a69efcb,"[Ninja/Parser] Tidy up some diagnostic strings.

 - Also, add more testing coverage for these.",[Ninja/Parser] Tidy up some diagnostic strings.,47,1,1,1,0,1,1,1,2,6,0,0,-1,-1,-1,22,8,good,,
842,https://github.com/apple/swift-llbuild/commit/b8fbd1a77e0785003cb52e8120c6855b5947fe60,[Ninja/Lexer] Fix identifier lexing now that parsing has moved to strings.,[Ninja/Lexer] Fix identifier lexing now that parsing has moved to strings.,74,1,1,1,0,1,0,0,2,3,0,0,0.75,1,1,31,4,bad,,
843,https://github.com/apple/swift-llbuild/commit/de9f253d598ae7fa159cb3b810ad0061c84efdbe,"[Ninja/Parser] Fix pool and rule name parsing, they are identifiers not ""path"" strings.","[Ninja/Parser] Fix pool and rule name parsing, they are identifiers not ""path"" strings.",87,0,1,1,0,1,0,1,3,2,0,0,1,-1,-1,18,24,bad,,
844,https://github.com/apple/swift-llbuild/commit/bb045d80703d98a450291fea172c9f264abc1822,[Ninja/Parser] Parse the rule name in build decls as an identifier.,[Ninja/Parser] Parse the rule name in build decls as an identifier.,67,1,1,1,0,1,1,1,3,1,0,0,-1,1,-1,12,7,neutral,,
845,https://github.com/apple/swift-llbuild/commit/58972ce852d62a230264053c3e87a3a33dae39d9,[Ninja] Start sketching manifest loader implementation.,[Ninja] Start sketching manifest loader implementation.,55,1,1,1,0,1,1,1,5,5,0,0,0.93,0.78,0.93,203,2,neutral,,
846,https://github.com/apple/swift-llbuild/commit/d749be7f993bc476f54b222b41ad942048e7faee,"[Ninja/ManifestLoader] Add basic parse actions structure.

 - For now, just blend this with the manifest loader impl.",[Ninja/ManifestLoader] Add basic parse actions structure.,57,1,1,1,0,1,1,1,1,18,0,0,1,0.67,1,77,3,good,,
847,https://github.com/apple/swift-llbuild/commit/d15d6a8523b09db2cb18afb07b1b2a46c3b42e98,[Ninja/ManifestLoader] Sketch top-level bindings loading.,[Ninja/ManifestLoader] Sketch top-level bindings loading.,57,1,1,1,0,1,1,1,3,4,0,0,-1,1,1,46,3,good,,
848,https://github.com/apple/swift-llbuild/commit/1c963af8e69793379e0d156c1cc1e0c5deb9b95e,"[NinjaCommand] Sort bindings for manifest dump.

 - Also, write to stderr for consistency with other commands for now.",[NinjaCommand] Sort bindings for manifest dump.,47,1,1,1,0,1,1,1,1,1,0,0,-1,1,1,11,6,good,,
849,https://github.com/apple/swift-llbuild/commit/da0cb0bd4fa8d482c1a39ee329afff6b487ae26d,[Ninja/Lexer] Fix range in isIdentifierChar().,[Ninja/Lexer] Fix range in isIdentifierChar().,46,1,1,1,0,1,1,1,3,1,0,1,-1,-1,-1,5,5,good,,
850,https://github.com/apple/swift-llbuild/commit/3076d8a7cb6ddb3a4407f9464720067054e9f555,"[Ninja/ManifestLoader] Add initial cut at expr string expansion.

 - More testing to come, and we will want this to be factored differently soon.

 - Also, no real attempt has been made to make this performant.",[Ninja/ManifestLoader] Add initial cut at expr string expansion.,64,1,1,1,0,1,0,1,3,3,0,0,0.13,1,0.05,149,4,neutral,,
851,https://github.com/apple/swift-llbuild/commit/21302207f3ad50b7bea672eeee034b7c1a9450a3,[NinjaCommand] Factor out emitError().,[NinjaCommand] Factor out emitError().,38,1,1,1,0,1,1,1,1,2,0,0.5,1,-1,1,42,35,good,,
852,https://github.com/apple/swift-llbuild/commit/b845ca4f90e98b8ea4e6253dead32f9793e1b8d0,[Ninja/ManifestLoader] Wire up error diagnostic machinery.,[Ninja/ManifestLoader] Wire up error diagnostic machinery.,58,1,1,1,0,1,1,1,4,9,0,0.22,1,0.92,1,55,15,good,,
853,https://github.com/apple/swift-llbuild/commit/ff16f5c95dc95d4035c1d3ceedd379c8e182a211,[Ninja/ManifestLoader] Diagnose invalid variable names in ${} exprs.,[Ninja/ManifestLoader] Diagnose invalid variable names in ${} exprs.,68,1,1,1,0,1,1,1,4,7,0,0,-1,1,-1,44,25,good,,
854,https://github.com/apple/swift-llbuild/commit/4836aae23f740d7be26bb4ca76b45b8669ac5d30,[Manifest] Hide data members.,[Manifest] Hide data members.,29,1,1,1,0,1,1,1,3,9,0,0,1,1,1,32,11,good,,
855,https://github.com/apple/swift-llbuild/commit/4c5319b38973098c6f245fe1d69d962721e52405,"[NinjaCommand] Write output bindings in quotes, to make syntax obvious.

 - We are trying to write out bindings in C-style syntax, not Ninja style.","[NinjaCommand] Write output bindings in quotes, to make syntax obvious.",71,1,1,1,0,1,0,1,2,2,0,0,0.75,1,1,13,10,neutral,1,
856,https://github.com/apple/swift-llbuild/commit/3c7615597a2f32c886429421acb6658d5c1556a9,[NinjaCommand] Fix a think-o in hexdigit().,[NinjaCommand] Fix a think-o in hexdigit().,43,1,1,1,0,1,1,1,1,1,0,1,-1,-1,-1,1,1,good,,
857,https://github.com/apple/swift-llbuild/commit/12c3c246ee7741726e4080a3c26c84df87a2c899,[Ninja/ManifestLoader] Add initial rule loading.,[Ninja/ManifestLoader] Add initial rule loading.,48,1,1,1,0,1,1,1,4,15,0,0,0.62,0.8,0.11,111,12,bad,,
858,https://github.com/apple/swift-llbuild/commit/2f3fa3d1585af4a7b721cdee578eacc20177fdfe,"[Ninja/Parser] Propagate start token to End.*Decl() actions.

 - This is for use in post-processing diagnostics, it is cheaper
   to pass it in than force the client to track it.",[Ninja/Parser] Propagate start token to End.*Decl() actions.,60,1,1,1,0,1,1,1,4,19,0,0,0.9,1,0.9,31,15,good,,
859,https://github.com/apple/swift-llbuild/commit/55dfc89f5c3f2685862281189922659bac17c01c,[Ninja/ManifestLoader] Diagnose missing �command� assignment.,[Ninja/ManifestLoader] Diagnose missing �command� assignment.,65,1,1,1,0,1,1,1,2,1,0,0,1,1,1,6,1,good,,
860,https://github.com/apple/swift-llbuild/commit/7d99f9d923fc995c3c0e75ddbe5b087262434b00,Fix up some Clang diagnostics not present by default.,Fix up some Clang diagnostics not present by default.,53,1,1,1,0,1,1,1,5,1,0,0,-1,-1,-1,5,22,good,,
861,https://github.com/apple/swift-llbuild/commit/052c296f4b9b50794663653d1e0b8818a5bf5c6b,[CMake] Add header files to Xcode project.,[CMake] Add header files to Xcode project.,42,1,1,1,0,1,1,1,1,0,0,-1,-1,-1,-1,23,1,good,,
862,https://github.com/apple/swift-llbuild/commit/2a2d74e1cbd35bc48e47fe6976af487fb97a8c10,[CMake] Also add internal header files.,[CMake] Also add internal header files.,39,1,1,1,0,0,1,1,1,0,0,-1,-1,-1,-1,8,0,good,,
863,https://github.com/apple/swift-llbuild/commit/c2fbf6aed4c6c2d8041d3e98c26b925abe7ceb4f,"[Ninja/ManifestParser] Add support for remaining Rule parameters.

 - Ninja unfortunately lazily expands all of these, so we just build up another
   parameters dictionary. I was hoping we could eagerly parse them but it
   would get a little more tricky.",[Ninja/ManifestParser] Add support for remaining Rule parameters.,65,1,1,1,0,1,0,1,5,7,0,0,0.84,0.95,0.26,62,12,neutral,,
864,https://github.com/apple/swift-llbuild/commit/2c8c003e738e9e6604a72de655bc5c9040a8f86d,[Ninja/Manifest] Ensure bindings overwrite prior entries.,[Ninja/Manifest] Ensure bindings overwrite prior entries.,57,1,1,1,0,1,1,1,2,1,0,0,-1,-1,-1,8,1,good,,
865,https://github.com/apple/swift-llbuild/commit/1aa91e7477d03885061607ff585e5fd191db1061,[Ninja/ManifestLoader] Add support for loading pools.,[Ninja/ManifestLoader] Add support for loading pools.,53,1,1,1,0,1,1,1,4,11,0,0,0.35,0.69,0.69,123,5,bad,,
866,https://github.com/apple/swift-llbuild/commit/52c417841692deef576d546573f0c3b117dc1fd1,"[Ninja/Manifest] Add structure for node set and default target list.

 - Not used yet by the loader.",[Ninja/Manifest] Add structure for node set and default target list.,68,0,1,1,0,1,1,1,2,7,0,0,0.48,1,0.48,55,1,neutral,,
867,https://github.com/apple/swift-llbuild/commit/77e63d2cd426bc0a0a227cac28abf9275f3833b1,"[Ninja/Manifest] Add Command structure to manifest.

 - Also not used by the loader yet.",[Ninja/Manifest] Add Command structure to manifest.,51,1,1,1,0,1,1,1,2,12,0,0.08,0.43,0.87,0.43,119,0,bad,,
868,https://github.com/apple/swift-llbuild/commit/713fda924d7fee73045abe1cffef554f830e6c75,[Ninja/Manifest] Add a built-in phony rule.,[Ninja/Manifest] Add a built-in phony rule.,43,1,1,1,0,1,1,1,3,2,0,0.5,1,1,1,18,0,good,,
869,https://github.com/apple/swift-llbuild/commit/73fb8a55bc4eeac784faca4e0026d85f78252ce6,[Ninja/ManifestLoader] Add support for build decl loading.,[Ninja/ManifestLoader] Add support for build decl loading.,58,1,1,1,0,1,1,1,5,7,0,0,0.19,0.24,0.97,84,7,neutral,,
870,https://github.com/apple/swift-llbuild/commit/814fb7803f7381f40299cb18c832cd6f59b72a4d,[NinjaCommand] Add a maximum errors count.,[NinjaCommand] Add a maximum errors count.,42,1,1,1,0,1,1,1,1,2,0,0,1,0.33,1,7,1,good,,
871,https://github.com/apple/swift-llbuild/commit/496d48f5495e51865df2c1a2986b604e8c6aea2b,"[Lexer] Fix bug where we allowed '$' in identifiers.

 - This was part of the old identifier handling before we moved over to context
   sensitive string lexing.",[Lexer] Fix bug where we allowed '$' in identifiers.,52,1,1,1,0,1,0,1,3,2,0,0,-1,1,1,25,16,good,,
872,https://github.com/apple/swift-llbuild/commit/d07ad31e40ced759272dfb6a8db0bbb998fdc409,[Lexer] Fix handling of '$' at the start of strings.,[Lexer] Fix handling of '$' at the start of strings.,52,1,1,1,0,1,1,1,3,1,0,0,-1,1,-1,18,3,good,,
873,https://github.com/apple/swift-llbuild/commit/3e25656253197e5c9f9c26fe561420a8755d0190,"[Lexer] Skip spaces following ""$\n"" in path strings.","[Lexer] Skip spaces following ""$\n"" in path strings.",52,1,1,1,0,1,1,1,2,2,0,0,-1,1,-1,22,5,good,,
874,https://github.com/apple/swift-llbuild/commit/3c1fdcc780f1e2619f3b5491d0599d22a12d486a,"[Lexer] Change StringMode to LexingMode, in prep for a new non-string specific one.","[Lexer] Change StringMode to LexingMode, in prep for a new non-string specific one.",83,1,1,1,0,1,0,1,4,13,0,0.08,-1,-1,-1,36,30,bad,,
875,https://github.com/apple/swift-llbuild/commit/3825420e93ab355bdaeec820cf60362587eff647,"[Lexer] Fix (improve?) ""$\n"" handling, which is honored in many more places.

 - I am ambivalent about the implementation, it might be better to move to one
   where we have two phase consumption and the lowest level handles ""$\n""
   sequences.","[Lexer] Fix (improve?) ""$\n"" handling, which is honored in many more places.",76,1,1,1,0,1,0,0,3,1,0,0,-1,1,-1,29,8,bad,,
876,https://github.com/apple/swift-llbuild/commit/b009048e74f3d218e33b712c93b8e3ecf84561c3,Add missing test case for previous commit.,Add missing test case for previous commit.,42,1,1,1,0,1,1,1,1,0,0,-1,-1,-1,-1,21,0,good,,
877,https://github.com/apple/swift-llbuild/commit/f6b764eb0d19bc55961435798f90bd1d55c53ef9,"[Lexer] Add identifier specific lexing mode, which ignores keywords.

 - Gah, what a poorly designed language. :/","[Lexer] Add identifier specific lexing mode, which ignores keywords.",68,1,1,1,0,1,1,1,3,2,0,0,0.06,1,1,49,2,neutral,,
878,https://github.com/apple/swift-llbuild/commit/d8dad85ad20b8468bf0c142fc6e457927299ad88,[Ninja/Parser] Allow blank lines in parameterized decl bindings.,[Ninja/Parser] Allow blank lines in parameterized decl bindings.,64,1,1,1,0,1,1,1,2,1,0,0,-1,1,-1,12,0,good,,
879,https://github.com/apple/swift-llbuild/commit/d72fe1a5828636a39ecc0284124d8c828a777ad1,"[Ninja/Parser] Use IdentifierSpecific parsing, where appropriate.","[Ninja/Parser] Use IdentifierSpecific parsing, where appropriate.",65,1,1,1,0,1,1,1,3,8,0,0,-1,1,0.24,72,5,neutral,,
880,https://github.com/apple/swift-llbuild/commit/b2a510779ac07d5b2d7a3a7c4c2f5cece1834c1b,"[Ninja/Loader] Add support for ""default"" decl.","[Ninja/Loader] Add support for ""default"" decl.",46,1,1,1,0,1,1,1,2,2,0,0,1,1,1,29,1,good,,
881,https://github.com/apple/swift-llbuild/commit/6c538e9f0a1d80675e9a4429cb8010e32d5eb20c,"[NinjaCommand] Escape '""' in output strings.","[NinjaCommand] Escape '""' in output strings.",44,1,1,1,0,1,1,1,1,1,0,0,-1,1,1,3,1,good,,
882,https://github.com/apple/swift-llbuild/commit/25a3372623a6f77b4189d9aaa2d8f655dc3f7745,[Ninja/ManifestLoader] Immediately evaluate bindings in build decls.,[Ninja/ManifestLoader] Immediately evaluate bindings in build decls.,68,1,1,1,0,0,1,1,2,1,0,0,1,-1,1,20,1,neutral,,
883,https://github.com/apple/swift-llbuild/commit/73db6d5633d1d016491bbf594c4fde782efbf2db,"[tests/Ninja/Loader] Remove a FIXME that doesn't need fixing.

 - It isn't actually possible end up with a variable or path string with a
   trailing '$' currently, because we delay escape handling and so we always
   consume the subsequent character.",[tests/Ninja/Loader] Remove a FIXME that doesn't need fixing.,61,1,1,1,0,1,0,1,1,0,0,-1,-1,-1,-1,0,3,neutral,,
884,https://github.com/apple/swift-llbuild/commit/7674fe59a0a004d659fe9da19e75e196aef53497,"[Ninja/ManifestLoader] Add initial support for an include stack, not used yet.","[Ninja/ManifestLoader] Add initial support for an include stack, not used yet.",78,1,1,1,0,1,0,1,1,9,0,0,1,0.83,1,54,13,bad,,
885,https://github.com/apple/swift-llbuild/commit/bb4ef2ea2ef6cc043cde3d925198785ac7fe258e,[Ninja/ManifestLoader] Change loader to provide current filename on file reads.,[Ninja/ManifestLoader] Change loader to provide current filename on file reads.,79,1,1,1,0,1,0,1,3,4,0,0,1,0.8,1,10,4,bad,,
886,https://github.com/apple/swift-llbuild/commit/2c9a82f9436c91dcd71c04376b73faf7830903f3,[NinjaCommand] Refactor ReadFileContents to return errors.,[NinjaCommand] Refactor ReadFileContents to return errors.,58,1,1,1,0,1,1,1,1,5,0,0.4,-1,-1,-1,38,15,good,,
887,https://github.com/apple/swift-llbuild/commit/2b913bbf7cff6854af4c9001ccff88ebdcdeeff2,"[NinjaCommand] Change load-manifest to chdir() to containing directory for input.

 - This is just a hack for now so that include statements can use relative paths
   (sadly Ninja does not seem to specify that include statements are relative to
   the including file, which is terribly broken).",[NinjaCommand] Change load-manifest to chdir() to containing directory for input.,81,1,1,1,0,1,0,1,1,1,0,0,-1,1,-1,16,1,bad,,
888,https://github.com/apple/swift-llbuild/commit/1a01662d2b743bdab152f0bda06c15d8a98e7e9a,"[Ninja/ManifestLoader] Add initial support for include/subninja decls.

 - No handling of the proper binding scoping yet.",[Ninja/ManifestLoader] Add initial support for include/subninja decls.,70,1,1,1,0,1,1,1,4,2,0,0,1,1,1,39,1,good,,
889,https://github.com/apple/swift-llbuild/commit/14d1075c45ebb62cb4f70cf984a866e86614167c,"Added Core library, with rudimentary dependency graph, node, and command classes.  No connections yet, but ability to look up and create nodes and commands.  Commands have lambdas as actions.  Clearly these are early days, but this is a start of a skeletal structure.","Added Core library, with rudimentary dependency graph, node, and command classes.  No connections yet, but ability to look up and create nodes and commands.  Commands have lambdas as actions.  Clearly these are early days, but this is a start of a skeletal structure.",267,0,1,1,0,0,0,1,13,0,0,-1,0.76,1,1,394,0,bad,,
890,https://github.com/apple/swift-llbuild/commit/23e61aa148e322b04583cd09beb9e6998860c0f3,"Node and command numbers are one-based, not zero-based.","Node and command numbers are one-based, not zero-based.",55,0,1,1,0,0,1,0,3,4,0,0,1,1,1,4,2,bad,,
891,https://github.com/apple/swift-llbuild/commit/37e4749b842d5088cc2909c9277517e2f4429bb6,"[NinjaCommand] Fix a bug in my ::chdir() logic, that didn't update the input path.","[NinjaCommand] Fix a bug in my ::chdir() logic, that didn't update the input path.",82,1,1,1,0,1,0,1,1,1,0,0,-1,1,-1,3,2,bad,,
892,https://github.com/apple/swift-llbuild/commit/37a870f3c067fd2c40aca544ebe9cbe3fa51c059,[Ninja/ManifestLoader] Diagnose missing 'depth' assignment.,[Ninja/ManifestLoader] Diagnose missing 'depth' assignment.,59,1,1,1,0,1,1,1,2,2,0,0,1,1,1,14,2,good,,
893,https://github.com/apple/swift-llbuild/commit/a2c03e7d2689b6bb25a5278042f2fa07684b8c71,"[unittests] Remove redundant main.cpp files.

 - I guess I forgot to remove these, originally I was going to skip having the
   gtest_main library which makes this common code, but then I went with it
   (following LLVM/Clang/Swift style), so we don't need these.",[unittests] Remove redundant main.cpp files.,44,1,1,1,0,1,0,1,2,0,1,-1,-1,-1,-1,0,32,good,,
894,https://github.com/apple/swift-llbuild/commit/8bbf5d96d4afcd10c46016a840a15d02ca981b52,"[NinjaCommand] Include errno on file open errors, and make sure to close files.","[NinjaCommand] Include errno on file open errors, and make sure to close files.",79,0,1,1,0,1,0,1,1,2,0,0,-1,0.33,0.67,10,5,bad,,
895,https://github.com/apple/swift-llbuild/commit/a1bd39f94608717cea7f0c474e14f3aa91868f38,[Ninja/ManifestLoader] Update include stack to also track active binding set.,[Ninja/ManifestLoader] Update include stack to also track active binding set.,77,1,1,1,0,1,0,1,1,11,0,0,1,-1,1,22,13,bad,,
896,https://github.com/apple/swift-llbuild/commit/091b813cf9805ab6c1ad26fd8f2106134ba5db93,[Ninja/ManifestLoader] Add support for 'subninja' decls entering a new binding scope.,[Ninja/ManifestLoader] Add support for 'subninja' decls entering a new binding scope.,85,1,1,1,0,1,0,1,3,3,0,0,1,1,1,43,11,bad,,
897,https://github.com/apple/swift-llbuild/commit/e1613b15d208b291596754163ba52af7284ad2f9,"[Core] Add BuildEngine implementation.

 - This is just the initial import of my prototype engine code, but it needs
   cleaning up and abstraction.",[Core] Add BuildEngine implementation.,38,1,1,1,0,1,0,1,3,0,0,-1,0.46,0.89,0.57,473,0,bad,,
898,https://github.com/apple/swift-llbuild/commit/1875b55c82f7a2db22fac9f0b2c0d05ef45012c3,[tests/Core] Add a simple test for the BuildEngine.,[tests/Core] Add a simple test for the BuildEngine.,51,1,1,1,0,1,1,1,2,0,0,-1,0.52,1,1,96,0,good,,
899,https://github.com/apple/swift-llbuild/commit/68de2cc47866c03bde3716db29635f3324e594be,"[Commands] Add an Ackermann computation implemented as a build.

 - This is a silly way to compute Ackermann, but a great way to test the build
   engine -- it uses dynamic input dependencies and builds of wide ranging sides
   just by changing the parameters.",[Commands] Add an Ackermann computation implemented as a build.,63,1,1,1,0,1,0,1,4,2,0,0,0.13,0.71,0.13,222,0,neutral,,
